Title,Company,Description,ContractType,Skills
REACT Developer,AFRICASHORE,Leading the development of machine learning models to optimize business processes.,Freelance,JavaScript - Python - SQL
AWS Cloud Architect,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Provide technical expertise in data analysis and business intelligence.,Statutaire,Data Mining - Power BI - TensorFlow - Keras - JavaScript
REACT Developer,Data Driven,Develop and deploy machine learning algorithms to solve complex problems.,CDI,Big Data - SQL Server - Spark - Keras - Kubernetes
QA Tester,Cloud Innovators,Collaborate with stakeholders to implement data-driven strategies.,Stage,R - Numpy - Tableau
Data Architect,AMENTYS,Leading the development of machine learning models to optimize business processes.,CDD,React - Java - Data Mining
AI Specialist,Machine Learning Labs,Develop and deploy machine learning algorithms to solve complex problems.,Freelance,React - Keras - Spark - Kubernetes
Cloud System Integrator,Cloud Innovators,Develop and deploy machine learning algorithms to solve complex problems.,Freelance,R - Power BI - Cloud Computing - Data Governance
Data Analyst,AFRICASHORE,Collaborate with stakeholders to implement data-driven strategies.,CDI,Pandas - TensorFlow - Pig - SQL Server - Python
Cyber Security Engineer,Data Engineers United,Design and maintain data architectures and pipelines for large scale data processing.,CDD,Tableau - NoSQL - Pig - Cloud Computing - Java
PHP Developer,Cloud Innovators,Provide technical expertise in data analysis and business intelligence.,CDI,Keras - NoSQL - React - Hadoop - Hive
Consultant SAP,Big Data Services,Develop and deploy machine learning algorithms to solve complex problems.,Statutaire,Business Intelligence - Hive - GCP
Database Administrator,DataCorp,Leading the development of machine learning models to optimize business processes.,Stage,TensorFlow - JavaScript - Data Visualization
Database Administrator,AI Pioneers,Provide technical expertise in data analysis and business intelligence.,CDD,Scikit-learn - Big Data - Docker
Machine Learning Engineer,Data Analytics Co.,Provide technical expertise in data analysis and business intelligence.,Stage,SQL - Keras - Power BI
Database Administrator,Cloud Innovators,Responsible for analyzing complex datasets to derive meaningful insights.,Stage,Python - Kubernetes - JavaScript - NoSQL
SWIFT Developer,Data Analytics Co.,Develop scalable and secure cloud-based data solutions.,CDD,Azure - Cloud Computing - SQL Server - Deep Learning - Kubernetes
Data Consultant,DataCorp,Design and maintain data architectures and pipelines for large scale data processing.,CDI,Cloud Computing - Azure - Java
Data Scientist,DataCorp,Develop scalable and secure cloud-based data solutions.,Stage,Tableau - TensorFlow - Java - SQL
Sales Manager,Data Driven,Work on data integration and ETL processes to ensure data quality.,CDI,Azure - Oracle - Cloud Computing - GCP
Business Intelligence Analyst,Cloud Innovators,Work on data integration and ETL processes to ensure data quality.,Freelance,Power BI - Data Visualization - AWS
Business Intelligence Analyst,AMENTYS,Leading the development of machine learning models to optimize business processes.,CDD,Machine Learning - NoSQL - Power BI
Business Intelligence Analyst,Big Data Services,Implement data governance frameworks and ensure compliance with data regulations.,Freelance,Data Architecture - AWS - Cloud Computing
Cloud System Administrator,Tech Innovators,Responsible for analyzing complex datasets to derive meaningful insights.,Statutaire,Python - Hive - Kubernetes
AWS Cloud Architect,Machine Learning Labs,Provide technical expertise in data analysis and business intelligence.,Statutaire,Spark - NoSQL - Tableau
SWIFT Developer,DataCorp,Develop scalable and secure cloud-based data solutions.,CDI,Pandas - Keras - Machine Learning - Node.js - TensorFlow
Machine Learning Engineer,AMENTYS,Develop scalable and secure cloud-based data solutions.,Stage,SQL Server - NoSQL - Pandas - Deep Learning
Data Analyst,Cloud Innovators,Design and maintain data architectures and pipelines for large scale data processing.,Statutaire,Pandas - Business Intelligence - Hive
Sales Manager,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Work on data integration and ETL processes to ensure data quality.,CDD,GCP - SQL - Pig - Power BI - Hive
Data Engineer,Tech Solutions,Design and maintain data architectures and pipelines for large scale data processing.,CDD,AWS - Kubernetes - Data Architecture - Scikit-learn - Tableau
PHP Developer,Cloud Innovators,Work on data integration and ETL processes to ensure data quality.,CDI,Machine Learning - Kubernetes - Data Mining
Business Intelligence Analyst,Tech Solutions,Develop scalable and secure cloud-based data solutions.,CDI,Node.js - Tableau - Power BI - Big Data
PHP Developer,Big Data Services,Provide technical expertise in data analysis and business intelligence.,CDD,NoSQL - Data Governance - Node.js - Pig
PHP Developer,Data Analytics Co.,Provide technical expertise in data analysis and business intelligence.,Freelance,Big Data - R - Deep Learning
REACT Developer,Data Analytics Co.,Manage data warehouses and optimize query performance.,CDI,Power BI - Business Intelligence - React - Scikit-learn
Chef de Département,AFRICASHORE,Responsible for analyzing complex datasets to derive meaningful insights.,Stage,Scikit-learn - NoSQL - Business Intelligence
Sales Manager,Tech Solutions,Provide technical expertise in data analysis and business intelligence.,Stage,Machine Learning - Data Mining - Docker - SQL
Data Architect,Data Driven,Collaborate with stakeholders to implement data-driven strategies.,Stage,Tableau - GCP - JavaScript
Sales Manager,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Develop and deploy machine learning algorithms to solve complex problems.,Stage,Azure - Machine Learning - Java - TensorFlow - Numpy
Sales Manager,Data Analytics Co.,Leading the development of machine learning models to optimize business processes.,Stage,Spark - Machine Learning - Node.js - Scikit-learn - Kubernetes
JAVASCRIPT Developer,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Collaborate with stakeholders to implement data-driven strategies.,Stage,Data Governance - NoSQL - R - Keras
Data Governance Lead,Cloud Innovators,Provide technical expertise in data analysis and business intelligence.,Freelance,Machine Learning - Business Intelligence - Docker - Azure - NoSQL
REACT Developer,AFRICASHORE,Develop scalable and secure cloud-based data solutions.,Freelance,Python - JavaScript - Data Mining - Kubernetes - Data Architecture
Machine Learning Engineer,Data Engineers United,Manage data warehouses and optimize query performance.,CDI,Scikit-learn - JavaScript - NoSQL
JAVASCRIPT Developer,Tech Solutions,Design and maintain data architectures and pipelines for large scale data processing.,Stage,Business Intelligence - Data Governance - Data Architecture - Keras
Data Governance Lead,Machine Learning Labs,Implement data governance frameworks and ensure compliance with data regulations.,CDD,Pandas - Spark - React - Data Mining
Développeur Python,Future Data,Collaborate with stakeholders to implement data-driven strategies.,Stage,Node.js - Data Visualization - Tableau - Pig
REACT Developer,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Collaborate with stakeholders to implement data-driven strategies.,Statutaire,GCP - Big Data - Hadoop
AWS Cloud Architect,Tech Solutions,Manage data warehouses and optimize query performance.,CDD,Spark - Power BI - Business Intelligence - TensorFlow
Consultant SAP,AFRICASHORE,Develop and deploy machine learning algorithms to solve complex problems.,Stage,TensorFlow - Power BI - R - React - Keras
REACT Developer,Future Data,Develop and deploy machine learning algorithms to solve complex problems.,CDD,Spark - AWS - Java
Machine Learning Engineer,Data Engineers United,Leading the development of machine learning models to optimize business processes.,CDD,Pig - GCP - Java - R - Spark
JAVASCRIPT Developer,Big Data Services,Develop and deploy machine learning algorithms to solve complex problems.,CDD,AWS - SQL - Python
Data Analyst,Data Masters,Design and maintain data architectures and pipelines for large scale data processing.,Stage,Cloud Computing - SQL - Hadoop - Spark
QA Tester,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Design and maintain data architectures and pipelines for large scale data processing.,Freelance,R - Pig - Pandas - TensorFlow - GCP
Cyber Security Engineer,HRS HOSPITALITY & RETAIL SYSTEMS,Provide technical expertise in data analysis and business intelligence.,Stage,Java - Azure - React - R
Cloud Engineer,Big Data Services,Responsible for analyzing complex datasets to derive meaningful insights.,Statutaire,Pig - AWS - Data Architecture - Data Governance
Cloud System Integrator,DataCorp,Design and maintain data architectures and pipelines for large scale data processing.,Stage,Docker - Deep Learning - Kubernetes - Node.js
Machine Learning Engineer,HRS HOSPITALITY & RETAIL SYSTEMS,Develop and deploy machine learning algorithms to solve complex problems.,Statutaire,Data Mining - Pandas - Docker - Power BI
Développeur Python,Data Engineers United,Responsible for analyzing complex datasets to derive meaningful insights.,CDD,Data Architecture - Node.js - Python - JavaScript
Cloud Data Engineer,AFRICASHORE,Manage data warehouses and optimize query performance.,Statutaire,AWS - Big Data - Data Mining - Hadoop - Python
SWIFT Developer,Big Data Services,Leading the development of machine learning models to optimize business processes.,Freelance,Azure - Data Architecture - Hive - Pig - Power BI
AZURE Solutions Architect,Data Masters,Manage data warehouses and optimize query performance.,CDI,Keras - Docker - Tableau
Cloud Engineer,Tech Solutions,Leading the development of machine learning models to optimize business processes.,Freelance,Business Intelligence - TensorFlow - Deep Learning - Node.js
NODE.JS Developer,AMENTYS,Develop and deploy machine learning algorithms to solve complex problems.,Statutaire,TensorFlow - Deep Learning - Oracle - Big Data
AI Specialist,Future Data,Manage data warehouses and optimize query performance.,CDD,Hadoop - Data Governance - AWS - Spark
Database Administrator,AI Pioneers,Develop scalable and secure cloud-based data solutions.,Stage,Power BI - TensorFlow - JavaScript - Tableau - Data Architecture
SWIFT Developer,Big Data Services,Collaborate with stakeholders to implement data-driven strategies.,Freelance,Power BI - Docker - Azure - AWS
REACT Developer,Data Analytics Co.,Collaborate with stakeholders to implement data-driven strategies.,CDI,Node.js - Power BI - GCP - Pig - Tableau
NODE.JS Developer,Machine Learning Labs,Leading the development of machine learning models to optimize business processes.,Freelance,TensorFlow - Docker - Python - NoSQL
Network Architect,Big Data Services,Work on data integration and ETL processes to ensure data quality.,CDI,Pandas - Numpy - Hive - JavaScript - Data Mining
Data Consultant,AFRICASHORE,Manage data warehouses and optimize query performance.,Freelance,Python - Big Data - Oracle - Cloud Computing - NoSQL
Développeur Python,DataCorp,Responsible for analyzing complex datasets to derive meaningful insights.,Freelance,Cloud Computing - Data Visualization - Pig
Consultant SAP,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Collaborate with stakeholders to implement data-driven strategies.,CDD,Big Data - NoSQL - SQL - Business Intelligence
